index,R
4051,22.642
4052,34.527
4053,42.49
4054,45.263
4055,36.039
4056,44.622
4057,35.069
4058,8.6991
4059,10.985
4060,6.0414
4061,1.6518
4062,21.961
4063,9.5471
4064,10.876
4065,42.319
4066,35.17
4067,13.951
4068,16.963
4069,6.4382
4070,11.613
4071,22.388
4072,9.0499
4073,25.949
4074,14.659
4075,32.755
4076,16.737
4077,18.564
4078,3.6472
4079,37.444
4080,37.712
4081,33.156
4082,9.3305
4083,37.646
4084,25.791
4085,27.968
4086,39.105
4087,48.203
4088,20.729
4089,29.467
4090,25.044
4091,3.1999
4092,34.74
4093,19.754
4094,36.909
4095,15.765
4096,7.4159
4097,48.385
4098,17.587
4099,39.067
4100,30.542
4101,36.383
4102,23.753
4103,5.971
4104,24.074
4105,10.16
4106,28.516
4107,11.838
4108,36.495
4109,13.144
4110,45.73
4111,30.251
4112,7.2912
4113,23.031
4114,12.233
4115,26.233
4116,1.1082
4117,24.369
4118,14.032
4119,22.888
4120,26.259
4121,33.718
4122,6.6153
4123,11.193
4124,19.794
4125,43.819
4126,30.764
4127,12.105
4128,1.2594
4129,9.3968
4130,42.924
4131,16.172
4132,12.739
4133,18.071
4134,7.3137
4135,32.736
4136,28.515
4137,41.096
4138,43.713
4139,36.841
4140,43.183
4141,33.783
4142,38.03
4143,3.6757
4144,42.952
4145,17.582
4146,24.235
4147,23.629
4148,21.153
4149,40.077
4150,22.014
4151,14.901
4152,27.106
4153,2.5943
4154,18.834
4155,15.378
4156,9.1583
4157,44.244
4158,21.587
4159,35.076
4160,37.794
4161,20.765
4162,35.69
4163,34.813
4164,34.657
4165,43.118
4166,36.94
4167,8.8113
4168,23.898
4169,43.993
4170,10.834
4171,31.368
4172,5.4786
4173,36.623
4174,17.773
4175,6.9542
4176,42.537
4177,40.037
4178,9.258
4179,29.038
4180,29.775
4181,37.795
4182,17.137
4183,26.672
4184,27.267
4185,32.329
4186,38.44
4187,46.354
4188,6.5224
4189,29.953
4190,28.607
4191,33.85
4192,29.09
4193,6.4713
4194,14.266
4195,19.702
4196,18.324
4197,16.056
4198,19.132
4199,28.513
4200,21.67
4201,6.9732
4202,37.627
4203,33.429
4204,41.442
4205,18.435
4206,29.328
4207,39.586
4208,8.5571
4209,39.421
4210,36.57
4211,36.135
4212,36.371
4213,29.148
4214,26.729
4215,40.669
4216,41.166
4217,42.744
4218,36.243
4219,18.685
4220,18.28
4221,25.058
4222,9.9939
4223,26.492
4224,40.79
4225,1.5828
4226,35.519
4227,47.806
4228,3.2952
4229,44.92
4230,21.959
4231,45.157
4232,30.604
4233,6.6068
4234,9.0716
4235,35.274
4236,22.072
4237,39.18
4238,9.3685
4239,20.98
4240,25.959
4241,10.177
4242,14.97
4243,25.704
4244,25.837
4245,28.656
4246,5.3188
4247,46.768
4248,25.379
4249,41.664
4250,10.981
4251,24.888
4252,32.027
4253,6.2141
4254,37.128
4255,24.572
4256,48.415
4257,25.406
4258,40.605
4259,18.383
4260,45.649
4261,7.1212
4262,33.881
4263,45.856
4264,34.958
4265,19.093
4266,2.8042
4267,10.32
4268,30.697
4269,4.6782
4270,43.307
4271,12.745
4272,12.466
4273,27.031
4274,9.9155
4275,47.192
4276,44.606
4277,3.2816
4278,27.341
4279,29.858
4280,8.1944
4281,8.2834
4282,13.975
4283,37.098
4284,16.571
4285,32.751
4286,41.632
4287,27.438
4288,10.965
4289,14.703
4290,44.526
4291,32.532
4292,14.04
4293,5.2149
4294,4.8528
4295,16.043
4296,45.276
4297,25.118
4298,27.857
4299,36.915
4300,19.414
4301,6.6823
4302,5.4319
4303,30.309
4304,31.081
4305,33.146
4306,37.828
4307,23.826
4308,46.223
4309,17.288
4310,11.242
4311,9.3598
4312,35.725
4313,39.064
4314,11.416
4315,46.83
4316,13.321
4317,22.142
4318,40.556
4319,42.067
4320,36.647
4321,25.634
4322,30.362
4323,2.9031
4324,24.495
4325,19.866
4326,34.085
4327,7.7693
4328,11.856
4329,26.156
4330,11.536
4331,32.728
4332,6.7629
4333,21.438
4334,41.588
4335,18.689
4336,15.696
4337,38.248
4338,3.8906
4339,16.249
4340,38.771
4341,41.986
4342,14.761
4343,11.964
4344,32.68
4345,24.317
4346,3.6531
4347,22.455
4348,27.565
4349,22.823
4350,13.253
4351,3.7291
4352,43.796
4353,12.843
4354,4.3827
4355,29.984
4356,11.724
4357,13.144
4358,30.569
4359,27.294
4360,39.074
4361,10.435
4362,9.7736
4363,33.618
4364,40.977
4365,27.05
4366,41.644
4367,32.944
4368,15.133
4369,3.6927
4370,11.221
4371,9.79
4372,33.394
4373,39.424
4374,6.1714
4375,27.059
4376,14.772
4377,46.778
4378,26.566
4379,46.649
4380,24.274
4381,17.545
4382,9.4511
4383,33.196
4384,2.7789
4385,44.577
4386,44.731
4387,44.306
4388,26.675
4389,10.712
4390,17.629
4391,5.451
4392,19.694
4393,31.424
4394,23.045
4395,20.838
4396,28.503
4397,24.639
4398,17.919
4399,1.3081
4400,8.5509
4401,36.937
4402,17.591
4403,25.205
4404,8.3364
4405,21.086
4406,27.019
4407,18.386
4408,9.9948
4409,48.438
4410,22.668
4411,44.395
4412,4.3484
4413,28.535
4414,32.125
4415,5.7739
4416,42.753
4417,5.8446
4418,13.065
4419,15.579
4420,18.973
4421,1.1483
4422,34.202
4423,19.825
4424,15.291
4425,12.966
4426,29.734
4427,20.079
4428,2.7942
4429,35.777
4430,47.959
4431,2.0418
4432,36.27
4433,17.061
4434,9.8896
4435,29.399
4436,36.961
4437,43.502
4438,3.896
4439,3.8852
4440,31.787
4441,25.843
4442,13.127
4443,23.279
4444,43.615
4445,12.97
4446,35.214
4447,36.244
4448,37.199
4449,33.366
4450,7.5295
4451,17.724
4452,40.009
4453,7.839
4454,14.947
4455,40.493
4456,31.717
4457,16.439
4458,21.938
4459,16.646
4460,7.8744
4461,14.498
4462,35.995
4463,33.42
4464,22.792
4465,34.825
4466,26.223
4467,15.431
4468,37.577
4469,43.944
4470,34.779
4471,37.319
4472,44.025
4473,3.4003
4474,22.678
4475,32.937
4476,15.428
4477,9.0615
4478,31.652
4479,47.226
4480,21.263
4481,10.707
4482,21.221
4483,13.934
4484,9.5449
4485,4.8034
4486,16.437
4487,29.618
4488,30.253
4489,8.21
4490,4.8399
4491,13.417
4492,44.914
4493,14.212
4494,43.098
4495,4.1574
4496,47.027
4497,26.637
4498,3.6816
4499,6.8849
4500,27.578
4501,19.299
4502,21.193
4503,28.515
4504,30.068
4505,31.636
4506,34.156
4507,38.97
4508,37.493
4509,8.06
4510,24.328
4511,13.25
4512,33.765
4513,13.703
4514,13.805
4515,26.69
4516,8.1527
4517,42.699
4518,41.22
4519,39.636
4520,26.137
4521,42.421
4522,46.699
4523,10.755
4524,5.8396
4525,16.284
4526,34.804
4527,46.163
4528,46.284
4529,24.044
4530,24.495
4531,32.826
4532,15.416
4533,13.479
4534,17.542
4535,18.981
4536,47.349
4537,28.701
4538,24.948
4539,13.844
4540,24.679
4541,14.737
4542,33.843
4543,35.523
4544,8.328
4545,17.521
4546,18.489
4547,2.67
4548,17.614
4549,35.932
4550,31.567
4551,39.918
4552,36.525
4553,31.159
4554,43.937
4555,3.4015
4556,21.772
4557,15.843
4558,44.263
4559,42.087
4560,26.915
4561,7.5715
4562,19.178
4563,12.122
4564,46.745
4565,27.005
4566,13.089
4567,46.887
4568,31.807
4569,11.161
4570,4.2207
4571,7.5331
4572,22.463
4573,23.942
4574,5.9977
4575,5.5168
4576,8.673
4577,3.5857
4578,46.148
4579,12.078
4580,19.261
4581,1.547
4582,19.555
4583,12.835
4584,4.8739
4585,36.687
4586,22.582
4587,46.324
4588,5.0115
4589,40.782
4590,13.819
4591,9.7616
4592,34.64
4593,7.3534
4594,37.76
4595,3.4758
4596,31.52
4597,15.151
4598,6.0066
4599,34.834
4600,9.4584
4601,21.752
4602,22.601
4603,15.469
4604,33.202
4605,22.833
4606,3.1577
4607,8.2052
4608,22.354
4609,1.7421
4610,13.315
4611,47.959
4612,40.489
4613,27.105
4614,18.719
4615,14.813
4616,15.445
4617,24.412
4618,6.3696
4619,31.937
4620,9.9947
4621,18.088
4622,6.5386
4623,37.514
4624,12.92
4625,36.545
4626,33.939
4627,12.022
4628,17.369
4629,20.706
4630,26.178
4631,29.727
4632,41.26
4633,41.09
4634,16.649
4635,12.903
4636,8.0139
4637,6.1909
4638,15.443
4639,14.996
4640,25.856
4641,26.57
4642,45.9
4643,6.8935
4644,47.376
4645,24.578
4646,28.876
4647,22.366
4648,44.038
4649,27.172
4650,34.89
4651,27.548
4652,37.5
4653,33.93
4654,0.80065
4655,3.5898
4656,20.51
4657,28.258
4658,23.039
4659,40.714
4660,29.62
4661,23.962
4662,34.667
4663,27.235
4664,18.799
4665,13.423
4666,26.585
4667,17.168
4668,6.1971
4669,36.491
4670,13.852
4671,29.053
4672,1.1179
4673,6.906
4674,20.88
4675,12.8
4676,12.883
4677,19.993
4678,22.446
4679,42.203
4680,40.116
4681,27.763
4682,35.885
4683,13.702
4684,42.49
4685,45.289
4686,49.413
4687,6.6745
4688,35.455
4689,20.279
4690,41.115
4691,31.07
4692,9.404
4693,36.438
4694,10.196
4695,41.74
4696,1.9704
4697,31.819
4698,24.119
4699,42.777
4700,38.056
4701,19.931
4702,35.707
4703,31.946
4704,14.051
4705,2.5836
4706,20.458
4707,15.241
4708,22.389
4709,9.2467
4710,38.924
4711,7.9828
4712,28.19
4713,42.747
4714,1.6711
4715,20.277
4716,9.7227
4717,3.2419
4718,23.953
4719,28.126
4720,7.7798
4721,16.705
4722,10.426
4723,34.636
4724,15.816
4725,28.18
4726,36.277
4727,21.665
4728,15.119
4729,23.648
4730,11.199
4731,8.2033
4732,16.919
4733,17.203
4734,26.048
4735,43.537
4736,37.679
4737,11.13
4738,15.946
4739,22.711
4740,34.82
4741,28.323
4742,40.66
4743,31.536
4744,28.89
4745,46.104
4746,36.143
4747,21.619
4748,7.26
4749,6.1119
4750,30.769
4751,28.862
4752,30.947
4753,1.7655
4754,7.9509
4755,45.753
4756,32.255
4757,33.673
4758,9.7019
4759,11.96
4760,13.714
4761,32.088
4762,40.687
4763,9.2665
4764,15.803
4765,22.933
4766,24.729
4767,44.378
4768,18.976
4769,27.879
4770,36.894
4771,6.183
4772,11.402
4773,28.535
4774,7.2645
4775,29.614
4776,42.987
4777,7.9186
4778,26.503
4779,12.403
4780,7.6298
4781,27.045
4782,8.9807
4783,19.129
4784,20.436
4785,34.377
4786,7.8153
4787,24.714
4788,12.984
4789,46.427
4790,37.617
4791,45.09
4792,33.982
4793,9.4889
4794,34.99
4795,32.65
4796,5.0441
4797,8.9056
4798,25.676
4799,18.855
4800,8.8044
4801,17.337
4802,2.5012
4803,20.216
4804,32.693
4805,37.394
4806,42.622
4807,46.167
4808,25.402
4809,18.668
4810,35.533
4811,35.679
4812,10.653
4813,27.972
4814,11.282
4815,19.303
4816,8.4837
4817,35.984
4818,37.317
4819,31.924
4820,7.9166
4821,32.399
4822,43.654
4823,23.081
4824,27.67
4825,1.3037
4826,39.282
4827,44.66
4828,26.458
4829,43.75
4830,12.131
4831,23.833
4832,48.628
4833,30.254
4834,40.313
4835,39.358
4836,40.754
4837,8.4475
4838,39.341
4839,9.8156
4840,34.912
4841,15.474
4842,23.119
4843,10.596
4844,11.295
4845,15.863
4846,44.679
4847,11.237
4848,16.044
4849,43.295
4850,5.1701
4851,1.5377
4852,25.971
4853,2.2604
4854,29.65
4855,44.773
4856,40.274
4857,7.2339
4858,36.495
4859,21.615
4860,34.113
4861,6.8923
4862,39.245
4863,22.955
4864,39.172
4865,19.472
4866,12.006
4867,26.294
4868,29.369
4869,6.3372
4870,4.9668
4871,22.372
4872,26.838
4873,3.0275
4874,42.942
4875,27.513
4876,30.364
4877,15.362
4878,14.609
4879,18.634
4880,19.186
4881,3.6164
4882,28.55
4883,40.758
4884,36.189
4885,41.923
4886,12.44
4887,8.0782
4888,25.47
4889,28.243
4890,43.361
4891,31.86
4892,42.653
4893,24.102
4894,24.44
4895,13.966
4896,3.3301
4897,28.672
4898,14.434
4899,14.993
4900,32.869
4901,6.1949
4902,43.845
4903,30.939
4904,23.036
4905,41.568
4906,17.443
4907,40.299
4908,35.711
4909,36.433
4910,33.731
4911,2.3007
4912,43.437
4913,35.339
4914,15.972
4915,31.025
4916,39.905
4917,27.581
4918,26.209
4919,41.442
4920,32.416
4921,46.763
4922,34.493
4923,40.457
4924,15.768
4925,31.576
4926,34.397
4927,3.1835
4928,38.332
4929,13.968
4930,19.168
4931,8.0216
4932,26.242
4933,4.4623
4934,9.6867
4935,39.318
4936,6.7589
4937,27.88
4938,17.034
4939,17.352
4940,8.5588
4941,38.602
4942,43.678
4943,32.049
4944,13.412
4945,41.406
4946,25.41
4947,6.0077
4948,32.052
4949,13.713
4950,42.952
4951,2.2565
4952,28.07
4953,8.6409
4954,13.633
4955,36.189
4956,20.573
4957,17.509
4958,45.879
4959,25.296
4960,27.677
4961,33.159
4962,23.24
4963,24.329
4964,36.502
4965,32.733
4966,36.942
4967,12.869
4968,15.04
4969,22.571
4970,13.497
4971,34.916
4972,47.168
4973,37.272
4974,23.287
4975,13.359
4976,10.772
4977,14.019
4978,6.3221
4979,20.772
4980,33.617
4981,14.594
4982,32.903
4983,38.755
4984,37.852
4985,33.709
4986,48.479
4987,42.993
4988,43.785
4989,43.855
4990,31.915
4991,15.312
4992,3.8659
4993,3.2417
4994,4.4757
4995,43.494
4996,32.047
4997,42.72
4998,43.787
4999,34.937
5000,26.151
5001,8.19
5002,1.0209
5003,42.734
5004,26.795
5005,4.7742
5006,31.958
5007,11.2
5008,47.165
5009,23.121
5010,18.063
5011,48.479
5012,30.843
5013,18.117
5014,17.01
5015,37.426
5016,12.96
5017,5.05
5018,2.006
5019,39.048
5020,10.772
5021,48.874
5022,37.013
5023,16.678
5024,48.334
5025,27.113
5026,30.81
5027,21.651
5028,14.233
5029,44.975
5030,38.33
5031,42.938
5032,17.461
5033,27.133
5034,36.653
5035,26.434
5036,48.979
5037,36.973
5038,39.585
5039,40.018
5040,43.841
5041,43.688
5042,43.697
5043,14.274
5044,11.447
5045,20.387
5046,45.625
5047,15.708
5048,21.121
5049,46.51
5050,30.967
5051,35.579
5052,42.682
5053,16.652
5054,23.302
5055,17.548
5056,45.272
5057,12.494
5058,6.1682
5059,15.422
5060,9.4193
5061,37.477
5062,39.605
5063,8.0614
5064,2.6477
5065,17.122
5066,34.139
5067,24.261
5068,42.588
5069,45.193
5070,26.165
5071,23.312
5072,7.0482
5073,11.629
5074,44.142
5075,17.419
5076,33.609
5077,39.319
5078,38.737
5079,35.481
5080,40.652
5081,45.186
5082,47.176
5083,40.162
5084,36.914
5085,21.603
5086,38.508
5087,43.645
5088,3.2682
5089,49.54
5090,20.962
5091,41.253
5092,45.507
5093,21.605
5094,24.784
5095,11.301
5096,15.291
5097,39.939
5098,33.467
5099,25.372
5100,37.57
5101,46.485
5102,25.927
5103,22.308
5104,22.144
5105,11.398
5106,13.332
5107,32.932
5108,6.3778
5109,12.978
5110,26.311
5111,11.209
5112,23.212
5113,6.7234
5114,23.461
5115,34.081
5116,29.476
5117,5.7366
5118,21.13
5119,25.742
5120,19.331
5121,27.572
5122,16.769
5123,25.682
5124,19.625
5125,25.155
5126,8.914
5127,41.988
5128,7.5462
5129,46.35
5130,13.954
5131,29.366
5132,49.845
5133,9.0148
5134,31.264
5135,37.619
5136,9.7074
5137,44.562
5138,8.9458
5139,45.891
5140,29.707
5141,35.917
5142,39.235
5143,47.459
5144,41.557
5145,27.753
5146,15.131
5147,13.109
5148,28.41
5149,27.34
5150,34.022
5151,37.009
5152,21.492
5153,30.612
5154,37.615
5155,27.864
5156,28.853
5157,36.379
5158,30.026
5159,18.165
5160,32.437
5161,16.153
5162,25.356
5163,35.607
5164,46.286
5165,18.861
5166,31.822
5167,14.493
5168,25.137
5169,33.543
5170,37.154
5171,34.197
5172,38.041
5173,25.622
5174,45.017
5175,31.85
5176,10.274
5177,36.552
5178,5.7464
5179,38.73
5180,4.1042
5181,19.558
5182,17.673
5183,46.262
5184,11.726
5185,10.987
5186,7.8975
5187,28.273
5188,20.977
5189,41.539
5190,5.874
5191,1.805
5192,38.213
5193,45.755
5194,15.352
5195,24.579
5196,34.543
5197,32.199
5198,37.003
5199,33.242
5200,42.158
5201,31.119
5202,25.375
5203,28.31
5204,31.678
5205,23.506
5206,8.6375
5207,18.592
5208,9.1338
5209,17.218
5210,37.712
5211,33.551
5212,28.785
5213,34.177
5214,26.65
5215,3.534
5216,25.317
5217,17.429
5218,18.881
5219,8.6657
5220,11.49
5221,23.652
5222,20.819
5223,33.771
5224,37.332
5225,28.629
5226,11.467
5227,4.8645
5228,26.177
5229,47.831
5230,21.7
5231,22.981
5232,7.8083
5233,27.497
5234,22.638
5235,17.714
5236,46.862
5237,40.608
5238,20.375
5239,34.533
5240,31.047
5241,41.292
5242,45.436
5243,35.704
5244,33.317
5245,11.755
5246,31.566
5247,40.753
5248,32.608
5249,6.5853
5250,33.111
5251,30.011
5252,21.024
5253,8.57
5254,24.337
5255,44.756
5256,25.221
5257,36.199
5258,30.344
5259,28.471
5260,34.426
5261,21.948
5262,16.175
5263,19.656
5264,13.704
5265,28.507
5266,44.618
5267,35.637
5268,20.662
5269,20.658
5270,23.444
5271,27.428
5272,25.652
5273,25.702
5274,38.176
5275,4.0145
5276,36.879
5277,4.52
5278,44.492
5279,39.37
5280,30.507
5281,38.885
5282,17.595
5283,11.745
5284,16.541
5285,37.684
5286,17.761
5287,36.696
5288,17.241
5289,41.729
5290,8.6188
5291,24.045
5292,31.155
5293,28.68
5294,17.665
5295,18.09
5296,23.755
5297,34.882
5298,43.99
5299,24.421
5300,11.001
5301,33.642
5302,6.8872
5303,13.036
5304,34.377
5305,17.072
5306,8.0345
5307,44.994
5308,34.722
5309,6.4459
5310,35.381
5311,17.259
5312,11.432
5313,31.796
5314,46.919
5315,5.0839
5316,38.974
5317,36.489
5318,36.015
5319,41.603
5320,34.183
5321,10.933
5322,43.925
5323,39.235
5324,7.6751
5325,9.5239
5326,20.905
5327,39.955
5328,38.559
5329,26.033
5330,28.825
5331,43.157
5332,18.81
5333,9.4013
5334,47.373
5335,40.452
5336,32.66
5337,6.5688
5338,24.359
5339,36.613
5340,15.333
5341,2.2023
5342,37.066
5343,10.302
5344,13.628
5345,10.535
5346,12.908
5347,20.799
5348,5.3893
5349,35.393
5350,15.165
5351,36.543
5352,42.201
5353,15.855
5354,19.495
5355,28.919
5356,30.508
5357,13.097
5358,32.187
5359,21.557
5360,38.174
5361,44.425
5362,2.8643
5363,12.665
5364,21.073
5365,18.509
5366,16.814
5367,18.9
5368,43.774
5369,18.627
5370,28.969
5371,44.636
5372,24.074
5373,31.681
5374,2.1803
5375,35.67
5376,11.269
5377,19.232
5378,26.734
5379,42.089
5380,9.745
5381,30.127
5382,13.792
5383,27.886
5384,43.504
5385,23.407
5386,33.3
5387,26.098
5388,41.352
5389,13.159
5390,12.294
5391,35.511
5392,30.057
5393,9.8096
5394,17.004
5395,22.413
5396,30.712
5397,13.488
5398,22.92
5399,18.791
5400,38.371
5401,41.656
5402,46.468
5403,11.001
5404,41.837
5405,9.6022
5406,28.482
5407,38.263
5408,9.1657
5409,37.269
5410,12.035
5411,41.715
5412,16.557
5413,41.1
5414,36.408
5415,7.1745
5416,42.616
5417,3.5059
5418,40.957
5419,11.76
5420,41.669
5421,34.98
5422,4.6372
5423,34.484
5424,38.887
5425,37.474
5426,3.4241
5427,20.246
5428,42.755
5429,33.64
5430,41.629
5431,23.876
5432,28.321
5433,11.206
5434,33.95
5435,43.333
5436,34.524
5437,29.42
5438,6.228
5439,19.348
5440,46.29
5441,41.1
5442,30.036
5443,8.374
5444,31.309
5445,3.1399
5446,1.4463
5447,34.617
5448,39.968
5449,12.258
5450,17.793
5451,13.424
5452,8.1889
5453,16.065
5454,21.601
5455,18.172
5456,43.124
5457,12.789
5458,20.54
5459,29.774
5460,49.02
5461,16.008
5462,31.992
5463,25.311
5464,38.548
5465,27.016
5466,36.521
5467,38.176
5468,6.8943
5469,8.061
5470,29.156
5471,16.446
5472,37.687
5473,38.692
5474,25.32
5475,35.726
5476,25.731
5477,30.91
5478,3.4453
5479,27.242
5480,30.963
5481,19.697
5482,17.548
5483,12.168
5484,40.072
5485,46.697
5486,9.2831
5487,42.831
5488,14.743
5489,44.498
5490,28.494
5491,35.073
5492,36.828
5493,45.081
5494,40.358
5495,19.614
5496,9.082
5497,15.126
5498,3.4358
5499,30.402
5500,2.0553
5501,11.955
5502,7.4526
5503,43.505
5504,17.548
5505,20.428
5506,15.408
5507,27.682
5508,16.867
5509,36.772
5510,13.249
5511,34.162
5512,16.73
5513,36.668
5514,41.407
5515,23.13
5516,12.579
5517,43.409
5518,44.531
5519,27.883
5520,4.3274
5521,12.336
5522,15.485
5523,37.238
5524,38.054
5525,41.563
5526,33.251
5527,44.351
5528,36.433
5529,34.704
5530,34.198
5531,45.723
5532,4.9563
5533,27.439
5534,25.029
5535,22.748
5536,10.933
5537,15.994
5538,17.95
5539,45.831
5540,43.099
5541,20.143
5542,44.842
5543,5.684
5544,44.084
5545,3.7973
5546,13.665
5547,15.341
5548,43.251
5549,17.609
5550,5.3264
5551,14.884
5552,9.8612
5553,45.397
5554,29.786
5555,6.5031
5556,44.204
5557,23.478
5558,29.715
5559,22.331
5560,29.205
5561,31.224
5562,12.24
5563,1.7324
5564,38.368
5565,46.201
5566,27.72
5567,4.6421
5568,48.466
5569,40.314
5570,44.351
5571,10.169
5572,6.1275
5573,46.343
5574,34.886
5575,33.084
5576,13.763
5577,43.645
5578,41.627
5579,32.074
5580,16.466
5581,23.649
5582,3.4724
5583,26.614
5584,5.623
5585,44.735
5586,34.86
5587,36.11
5588,30.145
5589,17.263
5590,7.1734
5591,10.896
5592,44.312
5593,33.364
5594,40.744
5595,2.9126
5596,17.847
5597,37.931
5598,24.488
5599,7.3625
5600,21.547
5601,41.374
5602,43.653
5603,11.631
5604,33.18
5605,7.6409
5606,19.687
5607,9.6661
5608,48.11
5609,39.213
5610,28.104
5611,39.235
5612,7.6653
5613,21.118
5614,7.9175
5615,33.824
5616,29.176
5617,30.191
5618,6.0187
5619,37.254
5620,10.534
5621,29.243
5622,44.604
5623,24.822
5624,44.051
5625,10.31
5626,48.086
5627,15.339
5628,17.515
5629,24.036
5630,45.282
5631,13.043
5632,29.717
5633,32.073
5634,35.841
5635,39.928
5636,8.6131
5637,21.382
5638,29.29
5639,32.342
5640,10.553
5641,43.722
5642,25.837
5643,8.8822
5644,23.042
5645,46.769
5646,9.7276
5647,5.0833
5648,34.287
5649,47.797
5650,14.895
5651,36.809
5652,42.09
5653,44.418
5654,30.765
5655,23.292
5656,29.412
5657,43.491
5658,25.684
5659,4.38
5660,43.996
5661,25.219
5662,9.2736
5663,14.672
5664,31.008
5665,34.806
5666,9.8032
5667,24.199
5668,18.673
5669,2.3423
5670,5.7975
5671,18.396
5672,6.0388
5673,20.616
5674,9.5213
5675,3.468
5676,35.112
5677,26.817
5678,43.799
5679,36.388
5680,21.355
5681,34.279
5682,47.619
5683,8.7808
5684,16.513
5685,21.804
5686,8.311
5687,44.439
5688,5.63
5689,10.542
5690,36.484
5691,27.225
5692,11.298
5693,11.378
5694,14.274
5695,35.596
5696,21.093
5697,44.546
5698,35.004
5699,19.016
5700,8.0908
5701,44.247
5702,36.462
5703,44.173
5704,33.433
5705,17.983
5706,23.713
5707,4.9764
5708,39.903
5709,23.91
5710,34.972
5711,6.9531
5712,4.257
5713,2.6654
5714,26.039
5715,14.109
5716,7.6374
5717,13.805
5718,15.957
5719,16.015
5720,21.726
5721,34.601
5722,38.103
5723,29.944
5724,30.109
5725,45.523
5726,23.743
5727,2.4921
5728,11.386
5729,27.634
5730,8.3183
5731,44.192
5732,28.707
5733,35.7
5734,44.223
5735,36.597
5736,21.019
5737,36.687
5738,36.083
5739,44.392
5740,19.117
5741,25.882
5742,27.387
5743,39.682
5744,20.6
5745,45.886
5746,5.5349
5747,30.813
5748,20.213
5749,17.294
5750,15.19
5751,3.1907
5752,5.1796
5753,10.095
5754,22.835
5755,36.859
5756,32.889
5757,30.516
5758,10.407
5759,1.2792
5760,33.245
5761,28.327
5762,24.693
5763,7.8731
5764,28.674
5765,48.188
5766,28.511
5767,1.2212
5768,47.694
5769,2.2369
5770,9.6816
5771,28.22
5772,6.9467
5773,31.337
5774,18.885
5775,9.675
5776,24.431
5777,11.205
5778,38.509
5779,32.054
5780,46.314
5781,19.125
5782,40.626
5783,17.407
5784,18.25
5785,18.312
5786,6.4202
5787,29.235
5788,16.363
5789,37.892
5790,39.051
5791,13.145
5792,44.28
5793,26.846
5794,43.184
5795,39.238
5796,41.686
5797,14.112
5798,3.903
5799,41.15
5800,45.311
5801,37.124
5802,48.035
5803,13.598
5804,36.35
5805,22.104
5806,35.365
5807,17.486
5808,37.287
5809,36.496
5810,23.361
5811,3.8678
5812,20.378
5813,17.644
5814,36.284
5815,28.362
5816,23.571
5817,25.393
5818,36.254
5819,8.4484
5820,4.8497
5821,37.611
5822,41.687
5823,13.33
5824,6.0194
5825,39.137
5826,37.292
5827,37.237
5828,38.048
5829,15.081
5830,14.867
5831,39.548
5832,29.296
5833,23.585
5834,37.378
5835,2.0333
5836,42.222
5837,38.342
5838,12.727
5839,6.4243
5840,12.489
5841,40.538
5842,44.231
5843,4.3453
5844,39.524
5845,37.813
5846,21.503
5847,11.105
5848,33.511
5849,12.18
5850,5.4436
5851,22.866
5852,19.214
5853,4.1143
5854,41.373
5855,15.605
5856,32.978
5857,34.633
5858,37.8
5859,24.42
5860,43.099
5861,18.938
5862,24.556
5863,28.459
5864,8.8996
5865,34.027
5866,7.1135
5867,37.13
5868,39.722
5869,16.27
5870,44.556
5871,49.507
5872,19.202
5873,15.407
5874,8.9536
5875,40.983
5876,24.199
5877,26.428
5878,16.14
5879,19.947
5880,25.064
5881,25.295
5882,10.402
5883,42.032
5884,43.251
5885,22.278
5886,46.94
5887,36.494
5888,3.0595
5889,48.812
5890,15.779
5891,44.592
5892,37.049
5893,15.975
5894,10.962
5895,45.206
5896,14.981
5897,4.0247
5898,44.134
5899,39.979
5900,21.985
5901,1.9444
5902,41.905
5903,15.765
5904,36.262
5905,30.168
5906,13.309
5907,7.8623
5908,41.972
5909,30.103
5910,44.473
5911,7.8567
5912,2.3148
5913,19.962
5914,16.153
5915,16.985
5916,34.072
5917,28.23
5918,36.715
5919,33.713
5920,43.783
5921,2.1626
5922,20.531
5923,24.758
5924,11.426
5925,42.974
5926,33.628
5927,15.492
5928,21.721
5929,40.015
5930,4.4785
5931,17.402
5932,46.097
5933,9.2931
5934,10.684
5935,24.561
5936,43.734
5937,33.534
5938,6.2676
5939,35.432
5940,33.751
5941,46.814
5942,43.931
5943,9.7973
5944,44.072
5945,14.302
5946,22.085
5947,41.633
5948,25.114
5949,20.28
5950,17.792
5951,18.912
5952,36.748
5953,14.535
5954,34.265
5955,28.644
5956,34.524
5957,31.214
5958,23.793
5959,26.417
5960,11.923
5961,35.268
5962,43.319
5963,5.5411
5964,46.81
5965,21.449
5966,40.893
5967,23.477
5968,3.4704
5969,32.835
5970,6.2914
5971,41.902
5972,23.509
5973,33.748
5974,15.811
5975,6.6354
5976,40.748
5977,25.937
5978,6.5188
5979,43.562
5980,6.3824
5981,42.942
5982,20.928
5983,14.07
5984,7.4666
5985,11.92
5986,42.446
5987,21.782
5988,30.762
5989,41.261
5990,25.694
5991,18.52
5992,37.764
5993,22.219
5994,27.125
5995,31.234
5996,16.147
5997,43.663
5998,25.461
5999,41.7
6000,17.027
6001,8.3971
6002,45.359
6003,39.429
6004,6.5541
6005,41.939
6006,15.644
6007,33.183
